pr_number,created_at,author,merged,review_count,comment_count,approvals
16249,2019-01-23T03:57:46Z,ssnl,False,3,5,1
16247,2019-01-23T03:22:02Z,smessmer,False,1,0,1
16246,2019-01-23T03:21:46Z,smessmer,False,1,0,1
16245,2019-01-23T00:06:21Z,eellison,False,3,3,1
16244,2019-01-22T23:06:29Z,eellison,False,3,5,1
16243,2019-01-22T23:05:25Z,xiaomengy,False,1,1,1
16242,2019-01-22T23:03:46Z,t-vi,False,4,7,0
16241,2019-01-22T22:49:53Z,driazati,False,0,0,0
16240,2019-01-22T22:34:28Z,lara-hdr,False,3,5,2
16239,2019-01-22T22:17:54Z,cpuhrsch,False,4,30,1
16237,2019-01-22T20:55:32Z,smessmer,False,0,0,0
16236,2019-01-22T20:10:41Z,zdevito,False,2,0,1
16232,2019-01-22T19:10:11Z,jamesr66a,False,2,10,1
16231,2019-01-22T16:55:51Z,houseroad,False,1,0,0
16230,2019-01-22T16:07:17Z,mrshenli,False,2,0,1
16227,2019-01-22T15:28:29Z,ArmaanSethi,False,2,0,1
16226,2019-01-22T15:20:19Z,ezyang,False,2,2,1
16224,2019-01-22T05:48:50Z,jjsjann123,False,4,2,0
16223,2019-01-22T04:47:07Z,jspark1105,False,0,0,0
16221,2019-01-22T03:54:55Z,yf225,False,2,0,1
16220,2019-01-22T01:09:40Z,zdevito,False,2,0,1
16219,2019-01-22T00:07:42Z,rohithkrn,False,2,0,1
16217,2019-01-21T22:39:40Z,iotamudelta,False,2,0,1
16216,2019-01-21T21:28:11Z,xiaomengy,False,1,0,1
16214,2019-01-21T18:56:22Z,houseroad,False,2,0,1
16213,2019-01-21T18:04:53Z,erikbrinkman,False,2,10,0
16210,2019-01-21T15:47:50Z,erikbrinkman,False,4,7,1
16208,2019-01-21T09:29:35Z,driazati,False,4,19,1
16205,2019-01-21T00:13:51Z,wahabmk,False,0,0,0
16204,2019-01-21T00:06:26Z,eyyub,False,2,0,1
16202,2019-01-20T23:45:15Z,xiaomengy,False,1,0,1
16201,2019-01-20T23:36:12Z,shahzadlone,False,2,0,1
16200,2019-01-20T21:15:49Z,mrshenli,False,2,0,1
16199,2019-01-20T20:39:10Z,t-vi,False,2,0,1
16196,2019-01-20T16:51:23Z,lanpa,False,3,30,0
16194,2019-01-19T23:29:20Z,ailzhang,False,1,2,0
16191,2019-01-19T19:06:45Z,huginhuangfb,False,0,0,0
16190,2019-01-19T18:28:36Z,houseroad,False,1,0,1
16189,2019-01-19T17:34:47Z,xkszltl,False,2,0,0
16186,2019-01-19T05:43:02Z,zasdfgbnm,False,5,6,1
16185,2019-01-19T05:24:16Z,dongfangduoshou123,False,0,0,0
16184,2019-01-19T05:17:05Z,xkszltl,False,3,0,1
16182,2019-01-19T04:14:04Z,mrshenli,False,2,0,1
16180,2019-01-19T02:06:18Z,smessmer,False,3,16,1
16179,2019-01-19T01:26:06Z,jerryzh168,False,2,2,1
16178,2019-01-19T00:10:27Z,smessmer,False,3,3,1
16177,2019-01-19T00:10:16Z,smessmer,False,2,5,1
16176,2019-01-19T00:08:48Z,ezyang,False,1,0,1
16175,2019-01-18T23:57:44Z,xiaomengy,False,1,0,1
16174,2019-01-18T23:32:34Z,KjellSchubert,False,0,0,0
16173,2019-01-18T23:11:26Z,bwasti,False,1,0,1
16172,2019-01-18T22:31:33Z,gchanan,False,0,0,0
16171,2019-01-18T22:29:38Z,gchanan,False,0,0,0
16170,2019-01-18T22:27:57Z,gchanan,False,0,0,0
16169,2019-01-18T22:13:09Z,eellison,False,2,2,1
16168,2019-01-18T21:33:19Z,ifedan,False,3,30,1
16167,2019-01-18T21:21:57Z,MiroFurtado,False,3,0,2
16166,2019-01-18T21:08:38Z,smessmer,False,1,0,1
16165,2019-01-18T21:08:30Z,smessmer,False,1,0,1
16164,2019-01-18T20:59:49Z,suo,False,2,0,1
16163,2019-01-18T20:05:39Z,suo,False,0,0,0
16162,2019-01-18T19:58:01Z,zdevito,False,3,0,2
16161,2019-01-18T19:36:33Z,resistor,False,2,0,1
16160,2019-01-18T18:49:37Z,eellison,False,4,21,1
16159,2019-01-18T18:38:13Z,teng-li,False,0,0,0
16157,2019-01-18T17:14:47Z,vishwakftw,False,0,0,0
16155,2019-01-18T16:48:02Z,zou3519,False,0,0,0
16153,2019-01-18T16:21:22Z,soumith,False,3,4,0
16151,2019-01-18T15:46:13Z,zou3519,False,0,0,0
16150,2019-01-18T15:40:28Z,mrshenli,False,3,9,1
16146,2019-01-18T08:00:56Z,suo,False,0,0,0
16145,2019-01-18T07:37:08Z,ngimel,False,1,0,0
16143,2019-01-18T07:34:46Z,zasdfgbnm,False,1,0,0
16140,2019-01-18T06:38:15Z,soumith,True,0,0,0
16139,2019-01-18T05:47:06Z,jerryzh168,False,0,0,0
16137,2019-01-18T04:38:30Z,vishwakftw,False,0,0,0
16136,2019-01-18T04:33:47Z,bombs-kim,False,2,0,1
16135,2019-01-18T02:17:10Z,xiaomengy,False,2,2,1
16133,2019-01-18T01:58:47Z,peterjc123,False,0,0,0
16132,2019-01-18T01:15:18Z,zdevito,False,2,0,1
16131,2019-01-18T00:31:27Z,syed-ahmed,False,0,0,0
16130,2019-01-17T23:40:17Z,gchanan,False,2,2,0
16129,2019-01-17T23:07:06Z,ZolotukhinM,False,2,0,1
16128,2019-01-17T21:36:14Z,mrshenli,False,2,1,1
16127,2019-01-17T21:23:52Z,soumith,True,0,0,0
16126,2019-01-17T20:54:49Z,cpuhrsch,False,0,0,0
16125,2019-01-17T20:54:23Z,jerryzh168,False,0,0,0
16124,2019-01-17T20:36:31Z,pjh5,False,2,0,1
16122,2019-01-17T19:49:16Z,ezyang,False,1,0,1
16121,2019-01-17T19:49:08Z,ezyang,False,1,0,1
16120,2019-01-17T19:30:01Z,yf225,False,2,0,1
16119,2019-01-17T19:28:41Z,ezyang,False,2,4,1
16118,2019-01-17T18:58:11Z,jerryzh168,False,0,0,0
16117,2019-01-17T18:55:53Z,ezyang,False,2,2,1
16116,2019-01-17T18:50:27Z,ezyang,False,1,0,1
16115,2019-01-17T18:20:33Z,ezyang,False,1,0,1
16113,2019-01-17T16:48:48Z,soumith,True,0,0,0
16111,2019-01-17T16:24:40Z,cpuhrsch,False,5,13,2
16110,2019-01-17T11:38:36Z,FrankHui,False,2,0,1
16108,2019-01-17T09:07:16Z,houseroad,False,2,0,1
16107,2019-01-17T07:48:05Z,Maratyszcza,False,2,0,1
16106,2019-01-17T06:44:17Z,bddppq,False,4,5,1
16105,2019-01-17T06:37:17Z,ezyang,False,2,0,1
16104,2019-01-17T05:58:33Z,gottbrath,False,0,0,0
16102,2019-01-17T05:43:53Z,peterjc123,True,0,0,0
16101,2019-01-17T02:40:53Z,gqchen,False,2,0,1
16100,2019-01-17T02:15:12Z,xiaomengy,False,1,0,1
16098,2019-01-17T01:21:20Z,ZolotukhinM,False,2,0,1
16096,2019-01-17T00:29:02Z,jspark1105,False,0,0,0
16095,2019-01-17T00:25:45Z,spandantiwari,False,2,0,1
16094,2019-01-17T00:03:42Z,houseroad,False,0,0,0
16092,2019-01-16T23:08:21Z,DavidWongEA,False,2,0,1
16091,2019-01-16T22:38:48Z,soumith,False,2,0,1
16089,2019-01-16T21:49:09Z,ezyang,True,0,0,0
16088,2019-01-16T21:41:54Z,xiaomengy,False,1,0,1
16087,2019-01-16T21:32:22Z,ngimel,False,3,3,3
16086,2019-01-16T21:02:40Z,malfet,False,1,0,1
16085,2019-01-16T20:36:25Z,iotamudelta,False,2,0,1
16084,2019-01-16T20:22:48Z,zou3519,False,2,0,1
16083,2019-01-16T20:04:37Z,harouwu,False,2,2,0
16082,2019-01-16T19:49:58Z,ngimel,False,2,0,1
16081,2019-01-16T19:35:12Z,yinghai,False,0,0,0
16080,2019-01-16T18:44:38Z,ZolotukhinM,False,2,0,1
16079,2019-01-16T16:58:20Z,zou3519,True,0,0,0
16078,2019-01-16T16:14:20Z,zou3519,True,1,0,1
16077,2019-01-16T15:50:20Z,rjknight,False,2,2,0
16075,2019-01-16T13:26:52Z,t-vi,False,2,0,1
16074,2019-01-16T11:28:48Z,FrankHui,False,0,0,0
16073,2019-01-16T11:22:41Z,themightyoarfish,False,2,0,1
16071,2019-01-16T10:24:13Z,peterjc123,False,2,0,1
16069,2019-01-16T09:37:26Z,jwwandy,False,2,0,1
16068,2019-01-16T08:16:11Z,houseroad,False,4,7,1
16067,2019-01-16T06:54:27Z,vishwakftw,False,2,0,1
16066,2019-01-16T04:59:01Z,smessmer,False,2,2,1
16065,2019-01-16T04:58:52Z,smessmer,False,1,0,1
16063,2019-01-16T02:54:50Z,smessmer,False,0,0,0
16062,2019-01-16T02:54:42Z,smessmer,False,1,0,1
16061,2019-01-16T02:09:04Z,ezyang,False,1,0,1
16059,2019-01-16T01:44:11Z,ezyang,False,0,0,0
16058,2019-01-16T01:20:10Z,driazati,False,2,0,1
16057,2019-01-16T01:07:24Z,zasdfgbnm,False,2,0,1
16056,2019-01-16T01:01:41Z,ZolotukhinM,False,3,4,1
16055,2019-01-16T00:51:03Z,driazati,False,5,14,1
16054,2019-01-16T00:50:10Z,hyuen,False,0,0,0
16053,2019-01-16T00:25:54Z,xkszltl,False,0,0,0
16052,2019-01-16T00:09:22Z,smessmer,False,1,0,1
16051,2019-01-15T23:56:39Z,smessmer,False,2,12,1
16050,2019-01-15T23:56:31Z,smessmer,False,2,2,1
16049,2019-01-15T23:01:12Z,jerryzh168,False,2,3,0
16048,2019-01-15T22:22:20Z,bwasti,False,1,0,1
16047,2019-01-15T21:49:26Z,yinghai,False,0,0,0
16046,2019-01-15T20:53:35Z,houseroad,False,1,0,1
16044,2019-01-15T20:34:53Z,yf225,False,3,12,1
16041,2019-01-15T19:28:39Z,suo,False,4,21,1
16040,2019-01-15T18:56:28Z,cpuhrsch,False,3,22,1
16039,2019-01-15T18:54:13Z,zasdfgbnm,False,1,0,0
16037,2019-01-15T16:49:05Z,pjh5,False,2,0,1
16033,2019-01-15T12:36:01Z,bombs-kim,False,2,0,1
16031,2019-01-15T09:19:56Z,jspark1105,False,3,5,0
16026,2019-01-15T03:58:21Z,bombs-kim,False,4,2,1
16024,2019-01-15T01:45:54Z,kyl191,False,1,0,1
16023,2019-01-15T01:31:46Z,umanwizard,False,2,0,2
16022,2019-01-15T00:43:49Z,pjh5,False,3,4,1
16021,2019-01-15T00:28:49Z,yyetim,False,0,0,0
16020,2019-01-14T21:52:07Z,jspark1105,False,0,0,0
16017,2019-01-14T18:31:07Z,bddppq,False,4,4,2
16016,2019-01-14T17:49:27Z,pjh5,False,2,0,1
16013,2019-01-14T14:07:31Z,peterjc123,False,0,0,0
16010,2019-01-14T13:08:39Z,bombs-kim,False,2,0,1
16009,2019-01-14T13:05:59Z,peterjc123,False,0,0,0
16008,2019-01-14T12:54:34Z,peterjc123,False,2,0,1
16006,2019-01-14T09:16:45Z,ssnl,False,2,0,1
16005,2019-01-14T06:14:16Z,csummersea,False,0,0,0
16004,2019-01-14T03:35:43Z,pjh5,False,0,0,0
16003,2019-01-13T21:36:12Z,jspark1105,False,0,0,0
15997,2019-01-13T06:18:35Z,xiaomengy,False,2,2,1
15996,2019-01-13T04:52:18Z,jspark1105,False,0,0,0
15995,2019-01-13T03:11:45Z,bombs-kim,False,2,0,1
15993,2019-01-12T18:07:20Z,bombs-kim,False,4,3,0
15991,2019-01-12T14:55:54Z,truskovskiyk,False,5,2,2
15990,2019-01-12T14:07:05Z,surgan12,False,4,9,1
15989,2019-01-12T09:09:31Z,peterjc123,False,2,0,1
15986,2019-01-12T06:32:14Z,ssnl,False,2,0,1
15985,2019-01-12T06:07:46Z,ssnl,False,3,0,2
15984,2019-01-12T05:44:15Z,bombs-kim,False,3,0,2
15983,2019-01-12T05:17:33Z,jerryzh168,False,0,0,0
15981,2019-01-12T01:52:40Z,jerryzh168,False,0,0,0
15980,2019-01-12T00:13:31Z,zasdfgbnm,False,0,0,0
15979,2019-01-11T23:41:22Z,eellison,False,4,2,1
15978,2019-01-11T23:39:41Z,ailzhang,False,4,7,1
15977,2019-01-11T22:40:05Z,pjh5,False,0,0,0
15976,2019-01-11T22:21:14Z,eellison,False,3,6,1
15975,2019-01-11T21:53:18Z,jamestwebber,False,2,0,1
15974,2019-01-11T21:46:28Z,mrshenli,False,2,3,0
15973,2019-01-11T20:12:11Z,houseroad,False,3,0,2
15969,2019-01-11T19:14:53Z,jamesr66a,False,4,3,1
15967,2019-01-11T18:35:55Z,jerryzh168,False,2,2,1
15966,2019-01-11T18:19:36Z,pjh5,False,2,0,1
15965,2019-01-11T18:00:37Z,zrphercule,False,2,0,1
15964,2019-01-11T17:43:59Z,ssnl,False,3,1,1
15962,2019-01-11T15:41:59Z,neerajprad,False,5,5,1
15961,2019-01-11T15:12:43Z,idning,False,0,0,0
15960,2019-01-11T14:16:21Z,bombs-kim,False,3,0,2
15959,2019-01-11T13:27:45Z,mrshenli,False,3,0,1
15955,2019-01-11T03:52:12Z,vishwakftw,False,2,0,1
15954,2019-01-11T03:13:11Z,smessmer,False,0,0,0
15953,2019-01-11T02:41:20Z,jspark1105,False,0,0,0
15951,2019-01-11T00:38:54Z,bombs-kim,False,2,0,1
15948,2019-01-10T23:53:28Z,gchanan,False,2,0,1
15947,2019-01-10T23:29:58Z,jerryzh168,False,1,0,1
15945,2019-01-10T23:21:06Z,zdevito,False,2,0,1
15944,2019-01-10T23:07:46Z,jerryzh168,False,0,0,0
15943,2019-01-10T23:07:41Z,jerryzh168,False,1,0,1
15942,2019-01-10T23:06:04Z,houseroad,False,0,0,0
15941,2019-01-10T23:03:26Z,smessmer,False,0,0,0
15940,2019-01-10T23:00:09Z,jerryzh168,False,1,5,1
15939,2019-01-10T22:47:30Z,yf225,False,4,30,1
15938,2019-01-10T22:20:39Z,zrphercule,False,3,4,0
15937,2019-01-10T22:04:29Z,mrshenli,False,3,30,0
15936,2019-01-10T21:55:39Z,smessmer,False,0,0,0
15935,2019-01-10T21:36:24Z,janewangfb,False,1,0,0
15934,2019-01-10T20:45:25Z,pjh5,False,1,0,0
15934,2019-01-10T20:45:25Z,pjh5,False,1,0,0
15933,2019-01-10T20:27:35Z,jamesr66a,False,2,0,1
15932,2019-01-10T19:56:11Z,xzhu1900,False,5,30,0
15931,2019-01-10T18:50:32Z,driazati,False,1,2,0
15930,2019-01-10T18:49:38Z,jamesr66a,False,0,0,0
15929,2019-01-10T18:48:03Z,Randl,False,2,0,1
15927,2019-01-10T18:00:32Z,pjh5,False,2,0,1
15926,2019-01-10T16:52:11Z,goldsborough,False,2,0,1
15925,2019-01-10T16:26:38Z,VitalyFedyunin,False,2,0,1
15924,2019-01-10T16:23:51Z,t-vi,False,2,0,1
15922,2019-01-10T13:41:38Z,QingfengLee,False,2,0,1
15917,2019-01-10T07:21:49Z,pjh5,False,2,0,1
15915,2019-01-10T05:34:24Z,yf225,False,1,1,0
15914,2019-01-10T05:08:23Z,mingfeima,False,6,8,0
15913,2019-01-10T03:45:40Z,youngbaby123,False,0,0,0
15912,2019-01-10T03:04:59Z,jerryzh168,False,3,5,1
15910,2019-01-10T02:13:57Z,ssnl,False,2,0,1
15908,2019-01-10T01:48:24Z,jianyuh,False,0,0,0
15907,2019-01-10T01:45:03Z,bombs-kim,False,2,0,1
15906,2019-01-10T01:28:38Z,ZolotukhinM,False,2,0,1
15905,2019-01-10T01:18:52Z,pjh5,False,0,0,0
15904,2019-01-10T01:11:57Z,eellison,False,2,1,1
15903,2019-01-10T00:30:20Z,xiaomengy,False,1,0,1
15902,2019-01-10T00:08:45Z,goldsborough,False,2,0,1
15901,2019-01-09T23:57:58Z,gchanan,False,5,30,0
15899,2019-01-09T23:31:43Z,houseroad,False,0,0,0
15898,2019-01-09T23:24:04Z,zdevito,False,1,0,0
15897,2019-01-09T23:20:19Z,apaszke,False,2,0,1
15896,2019-01-09T23:04:43Z,smessmer,False,0,0,0
15895,2019-01-09T23:00:54Z,smessmer,False,1,0,1
15893,2019-01-09T22:35:08Z,bddppq,False,3,3,1
15892,2019-01-09T21:59:49Z,umanwizard,False,2,0,1
15891,2019-01-09T21:58:54Z,goldsborough,False,3,5,1
15890,2019-01-09T21:25:56Z,smessmer,False,0,0,0
15889,2019-01-09T21:23:26Z,Maratyszcza,False,0,0,0
15887,2019-01-09T21:09:43Z,zdevito,False,3,4,1
15886,2019-01-09T20:47:31Z,umanwizard,False,2,0,1
15885,2019-01-09T20:18:15Z,cpuhrsch,False,3,2,1
15884,2019-01-09T19:38:28Z,jerryzh168,False,0,0,0
15883,2019-01-09T19:37:59Z,anderspapitto,False,0,0,0
15882,2019-01-09T19:34:10Z,ZolotukhinM,False,2,0,1
15881,2019-01-09T19:30:51Z,syed-ahmed,False,4,19,1
15880,2019-01-09T19:23:10Z,smessmer,True,0,0,0
15879,2019-01-09T19:18:49Z,bddppq,False,0,0,0
15878,2019-01-09T16:31:31Z,vishwakftw,False,4,0,3
15876,2019-01-09T16:04:32Z,orionr,False,0,0,0
15875,2019-01-09T14:20:59Z,sidhantnagpal,False,0,0,0
15873,2019-01-09T12:35:29Z,ssnl,False,3,0,2
15871,2019-01-09T10:56:14Z,bombs-kim,False,3,0,2
15868,2019-01-09T08:18:54Z,peterjc123,False,3,0,2
15865,2019-01-09T07:22:28Z,andreh7,False,0,0,0
15861,2019-01-09T04:23:18Z,zdevito,False,1,0,0
15860,2019-01-09T04:09:45Z,dzhulgakov,False,2,2,1
15859,2019-01-09T03:48:48Z,bombs-kim,False,2,0,1
15856,2019-01-09T01:48:48Z,smessmer,False,1,0,1
15855,2019-01-09T01:48:39Z,smessmer,False,1,0,1
15854,2019-01-09T01:48:30Z,smessmer,False,1,0,1
15853,2019-01-09T01:48:21Z,smessmer,False,2,2,1
15852,2019-01-09T00:53:20Z,houseroad,False,0,0,0
15851,2019-01-09T00:33:52Z,syed-ahmed,False,4,2,1
15850,2019-01-09T00:25:11Z,umanwizard,False,3,5,1
15847,2019-01-08T23:07:42Z,anderspapitto,False,2,0,1
15845,2019-01-08T23:02:26Z,umanwizard,False,2,0,1
15843,2019-01-08T22:51:15Z,ajaech,False,1,1,1
15842,2019-01-08T22:37:02Z,jaciefan,False,2,1,1
15841,2019-01-08T22:30:07Z,csummersea,False,0,0,0
15840,2019-01-08T22:18:27Z,an-kumar,False,2,1,1
15838,2019-01-08T21:50:44Z,gchanan,False,2,0,1
15836,2019-01-08T20:51:14Z,pjh5,False,2,0,1
15835,2019-01-08T20:12:38Z,zou3519,False,2,0,1
15834,2019-01-08T19:29:33Z,markovka17,False,2,0,1
15833,2019-01-08T19:06:21Z,mrshenli,False,3,6,1
15832,2019-01-08T18:31:16Z,yinghai,False,3,2,1
15831,2019-01-08T18:10:05Z,goldsborough,False,4,5,1
15830,2019-01-08T16:41:38Z,bombs-kim,False,2,0,1
15825,2019-01-08T10:03:02Z,surgan12,False,2,0,1
15824,2019-01-08T09:52:57Z,xiaomengy,False,2,5,1
15823,2019-01-08T08:39:06Z,ezyang,False,2,2,1
15820,2019-01-08T07:27:24Z,JerryShih,False,3,9,0
15819,2019-01-08T07:05:53Z,ezyang,False,2,0,1
15814,2019-01-08T01:39:10Z,jerryzh168,False,2,0,1
15813,2019-01-08T00:56:39Z,zdevito,False,2,0,1
15807,2019-01-07T22:38:44Z,zou3519,False,2,0,1
15806,2019-01-07T22:15:20Z,houseroad,False,1,0,0
15798,2019-01-07T18:42:43Z,t-vi,False,2,0,1
15796,2019-01-07T17:00:34Z,zou3519,False,3,2,1
15795,2019-01-07T16:16:12Z,ssnl,False,2,0,1
15791,2019-01-07T13:04:21Z,albanD,False,2,0,1
15787,2019-01-07T08:53:24Z,xiaomengy,False,1,0,1
15784,2019-01-07T07:37:10Z,ezyang,False,2,0,1
15782,2019-01-07T05:52:39Z,ezyang,False,3,2,1
15775,2019-01-07T01:27:23Z,jspark1105,False,0,0,0
15772,2019-01-06T13:23:38Z,bombs-kim,False,2,0,1
15769,2019-01-06T07:17:53Z,peterjc123,False,2,0,1
15766,2019-01-06T05:41:36Z,ngimel,False,3,0,1
15765,2019-01-06T04:43:12Z,resistor,False,2,0,1
15761,2019-01-06T01:24:52Z,jspark1105,False,0,0,0
15759,2019-01-05T18:56:00Z,jspark1105,False,0,0,0
15758,2019-01-05T18:44:13Z,jspark1105,False,0,0,0
15756,2019-01-05T15:51:29Z,jayleverett,False,4,6,2
15753,2019-01-05T07:58:01Z,xkszltl,False,6,15,1
15751,2019-01-05T00:54:16Z,duc0,False,2,1,1
15750,2019-01-05T00:09:33Z,mruberry,False,3,3,1
15748,2019-01-04T21:45:43Z,eellison,False,4,3,2
15747,2019-01-04T21:39:29Z,mruberry,False,2,0,1
15746,2019-01-04T21:29:37Z,BoboTiG,False,2,0,1
15745,2019-01-04T21:17:51Z,eellison,False,2,0,1
15744,2019-01-04T21:15:17Z,driazati,False,2,0,1
15743,2019-01-04T20:58:49Z,jerryzh168,False,2,6,1
15742,2019-01-04T19:36:04Z,iotamudelta,False,2,0,1
15741,2019-01-04T19:30:13Z,srush,False,4,3,1
15740,2019-01-04T19:26:41Z,zrphercule,False,2,0,1
15739,2019-01-04T18:30:59Z,houseroad,False,0,0,0
15737,2019-01-04T17:29:12Z,mrshenli,False,4,10,1
15736,2019-01-04T17:28:23Z,yf225,False,2,0,1
15733,2019-01-04T14:20:36Z,BoboTiG,False,2,0,1
15732,2019-01-04T13:19:45Z,surgan12,False,0,0,0
15731,2019-01-04T13:19:24Z,andersenchen,False,2,30,0
15726,2019-01-04T07:29:51Z,gujinghui,False,3,4,1
15725,2019-01-04T05:18:18Z,jspark1105,False,0,0,0
15724,2019-01-04T02:59:42Z,yf225,False,2,6,0
15723,2019-01-04T01:57:40Z,jspark1105,False,0,0,0
15722,2019-01-04T01:48:51Z,goldsborough,False,2,0,1
15721,2019-01-04T01:29:53Z,driazati,False,2,1,1
15719,2019-01-04T00:43:39Z,andersenchen,False,0,0,0
15718,2019-01-04T00:35:25Z,suo,False,0,0,0
15717,2019-01-03T23:36:43Z,goldsborough,False,3,2,1
15715,2019-01-03T22:47:11Z,andersenchen,False,0,0,0
15713,2019-01-03T22:40:19Z,malfet,False,0,0,0
15712,2019-01-03T22:06:13Z,ashishfarmer,False,2,0,1
15710,2019-01-03T21:31:20Z,anderspapitto,False,3,8,0
15708,2019-01-03T20:01:23Z,jspark1105,False,0,0,0
15707,2019-01-03T19:50:31Z,zrphercule,False,3,2,1
15706,2019-01-03T18:41:56Z,syed-ahmed,False,0,0,0
15705,2019-01-03T17:51:43Z,suo,False,0,0,0
15704,2019-01-03T17:34:01Z,vishwakftw,False,3,2,1
15703,2019-01-03T17:28:45Z,kmatzen,False,3,3,0
15701,2019-01-03T17:17:32Z,goldsborough,False,2,0,1
15697,2019-01-03T12:08:47Z,sgolodetz,False,3,0,2
15694,2019-01-03T08:37:10Z,ezyang,False,2,0,1
15693,2019-01-03T08:22:19Z,suo,False,2,0,1
15692,2019-01-03T07:47:41Z,dzhulgakov,False,3,7,1
15691,2019-01-03T04:40:28Z,vishwakftw,False,2,0,1
15690,2019-01-03T04:02:12Z,zdevito,False,3,2,1
15689,2019-01-03T03:43:33Z,mrshenli,False,2,0,1
15688,2019-01-03T03:15:49Z,pjh5,False,2,2,1
15686,2019-01-03T01:40:45Z,ailzhang,False,3,1,2
15685,2019-01-03T01:39:44Z,jianyuh,False,0,0,0
15684,2019-01-03T01:03:53Z,teng-li,False,3,0,2
15680,2019-01-02T21:49:34Z,zdevito,False,2,0,1
15679,2019-01-02T21:36:58Z,lhuang04,False,2,30,0
15677,2019-01-02T21:12:47Z,spandantiwari,False,2,0,1
15675,2019-01-02T20:13:19Z,suo,False,2,0,1
15673,2019-01-02T19:32:53Z,pjh5,False,2,0,1
15672,2019-01-02T19:30:40Z,suo,False,2,0,1
15670,2019-01-02T19:17:04Z,ErickLuo90,False,0,0,0
15668,2019-01-02T18:50:55Z,mcarilli,False,2,1,1
15667,2019-01-02T18:39:28Z,gchanan,False,2,0,1
15665,2019-01-02T16:57:47Z,ssnl,False,2,0,1
15664,2019-01-02T16:40:31Z,elad663,False,2,0,1
15663,2019-01-02T16:27:56Z,ggoossen,False,1,0,1
15660,2019-01-02T15:40:28Z,rtarquini,False,2,0,1
15659,2019-01-02T14:00:50Z,mrshenli,False,3,3,1
15657,2019-01-02T07:46:40Z,suo,False,2,0,1
15656,2019-01-02T07:41:55Z,suo,False,3,6,1
15654,2019-01-02T06:27:24Z,Youngseok0001,False,3,0,2
15653,2019-01-02T03:57:09Z,ngimel,False,4,2,1
15651,2019-01-02T01:42:48Z,xiaomengy,False,1,1,1
15649,2019-01-01T15:19:37Z,kiendang,False,3,0,2
15648,2019-01-01T03:17:25Z,Erotemic,False,2,3,0
15646,2019-01-01T01:05:41Z,Erotemic,False,2,0,1
